573,Ingles,2do,28May-why,"En el cuaderno: Ilustrar y repetir 5 veces los 4 adjetivos (tired, hungry, sick, thirsty) copiar la información del video en el cuaderno también.
Tomar foto de las actividades y subirlas a classroom por favor, tengan un buen fin de semana =D",https://youtu.be/axvjv_dFO6o,2020-05-28 01:02:04.976552,""
575,Ingles,6to,May28th- Caustive,"En el cuaderno; copiar la información del video. 
Tomar foto del apunte y subirlo a classroom por favor, tengan un buen fin de semana",https://youtu.be/6a1FNuq0tbc,2020-05-28 03:31:11.766829,""
576,Ingles,5to,May28th-Comparatives- Superlatives,"Thursday, May 28th, 2020
En el cuaderno. Escribir los comparativos y superlativos de los adjetivos, seguir las reglas del video (ver ejemplos)
NO es necesario imprimir el archivo, se puede copiar en el cuaderno sin problemas.
Tomar foto de la actividad y subirla a classroom por favor, tengan un buen fin de semana",https://drive.google.com/file/d/1iatXvEWANGvyVjuWPSDLUIfA9-mUJ6W1/view?usp=sharing,2020-05-28 03:49:57.245340,""
577,Ingles,K1,"Thursday May 28th, 2020","Juguetes, canción de las emociones y canción del reloj.",https://www.youtube.com/watch?v=07u-V6tsarY,2020-05-28 08:22:58.786409,https://www.youtube.com/watch?v=07u-V6tsarY
578,Ingles,K2,"Thursday May 28th, 2020","Preposiciones: dentro, sobre, debajo, día - noche y la canción del reloj.",https://www.youtube.com/watch?v=JeMfGh49VBE,2020-05-28 08:24:32.495135,https://www.youtube.com/watch?v=JeMfGh49VBE
579,Ingles,K3,"Thursday May 28th, 2020","Acciones, Diciembre, igual - diferente, día - noche (repaso) y canción de los meses del año.",https://www.youtube.com/watch?v=bbx-XPgXd1Q,2020-05-28 08:25:59.357227,https://www.youtube.com/watch?v=bbx-XPgXd1Q
580,Grado,K1,Video clase KI 28 de mayo,Consolidación del tema (quitar-poner),https://youtu.be/x2eZFeQpPnY ,2020-05-28 08:48:58.285869,https://youtu.be/x2eZFeQpPnY 
581,Grado,K1,Video clase KI 28 de mayo 2,Mi nombre (conciencia fonológica),https://youtu.be/a9j1EYXoqFo ,2020-05-28 08:50:01.394831,https://youtu.be/a9j1EYXoqFo 
582,Grado,K1,Apoyo pedagógico KI 28 de mayo,apoyo pedagógico KI de las actividades 28 de mayo,https://youtu.be/Owr-_9EbW4I ,2020-05-28 08:51:09.751415,https://youtu.be/Owr-_9EbW4I 
583,Grado,K1,Apoyo pedagógico KI 29 de mayo,apoyo pedagógico de las actividades del día,apoyo pedagógico 29 de mayo.mp4 ,2020-05-28 08:52:01.019941,apoyo pedagógico 29 de mayo.mp4 
586,Grado,1ro,"Jueves 28 de mayo 2020 '"El doble'"","Buen día favor de copiar el apunte '"El doble'" y ejemplos
Actividad en el cuaderno de matemáticas
doble de 18
doble de 10
doble de 5
doble de 11
doble de 15 ",https://www.youtube.com/watch?v=XeCPMmYsDyQ,2020-05-28 11:04:52.297429,https://www.youtube.com/watch?v=XeCPMmYsDyQ
588,Grado,K3,AVISO IMPORTANTE,"",https://drive.google.com/file/d/1xBPIWfl9aHCZvv5x-CwSsQ2fo5LwoAc6/view?usp=sharing,2020-05-28 14:21:20.731013,""
589,Grado,2do,Actividades del jueves 28 de mayo,"",https://documentcloud.adobe.com/link/track?uri=urn:aaid:scds:US:5285077b-d157-4d13-b2f8-ff2fc7263bdc,2020-05-28 15:55:35.129510,https://documentcloud.adobe.com/link/track?uri=urn:aaid:scds:US:5285077b-d157-4d13-b2f8-ff2fc7263bdc
590,Musica,1ro,Clase 6,Tema: Digitación de notas,https://www.youtube.com/watch?v=jnahCHYJliA,2020-05-28 17:33:48.469202,https://www.youtube.com/watch?v=jnahCHYJliA
591,Musica,2do,Clase 6,Tema: mitad o blanca,https://www.youtube.com/watch?v=GB0hPcfZaLY&t=3s,2020-05-28 17:36:44.348772,https://www.youtube.com/watch?v=GB0hPcfZaLY&t=3s
592,Musica,3ro,Clase 6,Tema: Planos auditivos,https://www.youtube.com/watch?v=-hJu_cz-nuY&t=1s,2020-05-28 17:41:07.195335,https://www.youtube.com/watch?v=-hJu_cz-nuY&t=1s
593,Musica,4to,Clase 6,Tema: Historieta,https://www.youtube.com/watch?v=uudeSCBzoyw,2020-05-28 17:44:39.158752,https://www.youtube.com/watch?v=uudeSCBzoyw
594,Musica,5to,Clase 6,Tema: Adaptación de canciones,https://www.youtube.com/watch?v=IIoXx1PFrBE,2020-05-28 17:46:55.957139,https://www.youtube.com/watch?v=IIoXx1PFrBE
595,Musica,6to,Clase 6,Tema: Orquesta de percusiones,https://www.youtube.com/watch?v=Dju9BC8vA1E,2020-05-28 17:49:36.829327,https://www.youtube.com/watch?v=Dju9BC8vA1E
596,Musica,K1,Clase 3,Tema: Payasito tieso,https://www.youtube.com/watch?v=PeQrMdQT7X4,2020-05-28 21:51:43.506907,https://www.youtube.com/watch?v=PeQrMdQT7X4
597,Musica,K2,Clase 3,Tema: Chu chu chu,https://www.youtube.com/watch?v=_YcSv1Wzpsw,2020-05-28 21:55:17.550979,https://www.youtube.com/watch?v=_YcSv1Wzpsw
598,Musica,K3,Clase 3,Tema: Busco un lugarcito,https://www.youtube.com/watch?v=-dA2tu5WEoA,2020-05-28 21:59:20.391495,https://www.youtube.com/watch?v=-dA2tu5WEoA
599,Compu,6to,Clase 6 - 6°,Si hay dudas enviar correo a la direccion: mistery_ea@hotmail.com,https://www.youtube.com/watch?v=wW2PrO2s2dM,2020-05-29 01:40:49.723519,https://www.youtube.com/watch?v=wW2PrO2s2dM
600,Compu,5to,Clase 6 - 5°,"Si hay dudas, favor de mandarme un correo a la direccion: mistery_ea@hotmail.com",https://www.youtube.com/watch?v=YfOn-aQhfmw,2020-05-29 01:45:30.847369,https://www.youtube.com/watch?v=YfOn-aQhfmw
601,Compu,4to,Clase 6 - 4°,"Si hay dudas, favor de mandarme un correo a la direccion: mistery_ea@hotmail.com
",https://www.youtube.com/watch?v=YfOn-aQhfmw,2020-05-29 01:46:13.383927,https://www.youtube.com/watch?v=YfOn-aQhfmw
602,Compu,3ro,Clase 6 - 3°,Si hay alguna duda mandar mensaje al correo: mistery_ea@hotmail.com,https://www.youtube.com/watch?v=ETCwtRl9kGU,2020-05-29 01:49:14.898472,https://www.youtube.com/watch?v=ETCwtRl9kGU
603,Compu,2do,Clase 6 - 2°,"",https://www.youtube.com/watch?v=ETCwtRl9kGU,2020-05-29 01:50:01.117115,https://www.youtube.com/watch?v=ETCwtRl9kGU
604,Compu,1ro,Clase 6 - 1°,"",https://www.youtube.com/watch?v=ETCwtRl9kGU,2020-05-29 01:50:26.254885,https://www.youtube.com/watch?v=ETCwtRl9kGU
607,Compu,K3,Clase 5 - Preescolar,"",https://www.youtube.com/watch?v=XWYPDfrqUWM&feature=youtu.be,2020-05-29 01:53:13.256093,https://www.youtube.com/watch?v=XWYPDfrqUWM&feature=youtu.be
608,Compu,K2,Clase 5 - Preescolar,"",https://www.youtube.com/watch?v=XWYPDfrqUWM&feature=youtu.be,2020-05-29 01:53:54.334566,https://www.youtube.com/watch?v=XWYPDfrqUWM&feature=youtu.be
609,Compu,K1,Clase 5 - Preescolar,"",https://www.youtube.com/watch?v=XWYPDfrqUWM&feature=youtu.be,2020-05-29 01:54:15.854833,https://www.youtube.com/watch?v=XWYPDfrqUWM&feature=youtu.be
610,Grado,K1,Video llamada skype 29 de mayo,educación emocional (buscando emociones),https://youtu.be/sE5R-dKyNjk ,2020-05-29 10:22:37.391608,https://youtu.be/sE5R-dKyNjk 
611,Grado,5to,Multiplicación de  una   fracción  por   un  número natural,"Explica   los números  naturales, la   multiplicación  y conversión a números  mixtos",https://youtu.be/SWn28P2OtFM,2020-05-29 11:48:28.275572,https://youtu.be/SWn28P2OtFM
612,Grado,6to,GUIA MAYO,"Contesta en el examen con otro color de tinta 
Se entrega el día 1 de junio 
Gracias ",https://drive.google.com/file/d/1XDohNacFfuajOT70a5-38BSgw3jIlRoQ/view?usp=drivesdk,2020-05-29 13:51:42.685716,https://drive.google.com/file/d/1XDohNacFfuajOT70a5-38BSgw3jIlRoQ/view?usp=drivesdk
613,Grado,5to,SOLICITUD,"Reitero  a padres de familia la necesidad de  enviar   sus evidencias  de la primera  guía de actividades,   enviar al  correo: mjaffany@gmail.com.  Dentro  de las  exposiciones se contemplan  el  triptíco,  la   planta  hidroeléctrica,  circuito eléctrico, el ciclo del  agua.  Espero  sus  evidencias  hasta  el  día de  hoy.  
Por su atención   gracias.","",2020-05-29 14:04:04.738433,""
614,Grado,4to,Biografia,Obtener información de una biografia,Redacción de biografias,2020-05-31 13:34:44.161347,Redacción de biografias
615,Grado,4to,Act. Eco. Primarias,Obtención de recursos naturales,La minería y actividades forestales,2020-05-31 13:35:52.432739,La minería y actividades forestales
662,Grado,5to,actividades junio 1-4,"","https://documentviewer.herokuapp.com/?state=%7B%22ids%22:%5B%221pRlO5cT9bzc694L1enPI1cSs8dt1csVF%22%5D,%22action%22:%22open%22,%22userId%22:%22100014561182479325333%22%7D",2020-06-01 09:53:03.984107,"https://documentviewer.herokuapp.com/?state=%7B%22ids%22:%5B%221pRlO5cT9bzc694L1enPI1cSs8dt1csVF%22%5D,%22action%22:%22open%22,%22userId%22:%22100014561182479325333%22%7D"
667,Ingles,K3,"Monday June 1st, 2020 k3","Ropa, Clima, Introducción al verbo ser o estar, canción de la familia, audio como proyecto de tarea.",https://www.youtube.com/watch?v=TFQLUCofoAY,2020-06-01 14:56:46.692815,https://www.youtube.com/watch?v=TFQLUCofoAY
722,Ingles,1ro,AVISO,"Hola, les recuerdo que el martes 9 de junio es último día que recibo tareas atrasadas (hasta las 11pm) porque tengo que entregar evaluaciones el 10 de junio. GRACIAS =D","",2020-06-07 14:12:19.874271,""
723,Ingles,2do,AVISO,"Hola, les recuerdo que el martes 9 de junio es último día que recibo tareas atrasadas (hasta las 11pm) porque tengo que entregar evaluaciones el 10 de junio. lA CLASE EN LÍNEA PASA PARA EL MIÉRCOLES 12PM. GRACIAS =D ","",2020-06-07 14:13:13.836635,""
616,Ingles,3ro,June01-Old is new,"Ver video '"old is new'"
Resolver Student’s resource book page 29
De no tener el libro en el cuaderno resolver lo siguiente: 
Monday, June 01st,2020
Agrega vocal para completar las palabras relacionadas a mantener el planeta limpio.
Add vowel to complete the words related to keeping planet Earth clean.
1.- C_ns_rv  
2.-R_cycl_ 
3.- P_ll_t _  _ n  
4.- _ nv _r _mn _nt  
5.- R_ _ s _
6.- G_rb _ g _
Match the words to their meaning (unir las palabras con los significados)
1.- Rubbish                                   a) Old objects thath have a new life, a new purpose
2.- To run out of room                b) To have imagination
3.- Natural resources                  c) Garbage
4.- Reuse                                       d) To make something old and useless be useful again   
5.- Repurpose material               e) To have no space
6.- To be creative                         f) water, sind, sun, mineral deposits",https://drive.google.com/file/d/1XrgboA8s5Ll3yjOgdf3FPF8ss9TFthkg/view?usp=sharing,2020-05-31 16:01:00.212584,""
619,Ingles,1ro,VideoClase4-Jun04,"4 jun 2020 01:00 PM
ID de reunión: 740 9241 7944
Contraseña: 8GJv0h
Aquí mismo les dejo la grabación ",https://us04web.zoom.us/j/74092417944?pwd=NFpGN25IOFVYQjJNY2tkWDdhUWVGZz09,2020-05-31 16:19:48.673438,""
620,Grado,3ro,VideoClase 4- June04,"4 jun 2020 12:00 PM 
ID de reunión: 723 4472 9319
Contraseña: 4JEECG
Aquí mismo les dejo la grabación",https://us04web.zoom.us/j/72344729319?pwd=cTk1MzNxQ3dOOUJjVm91ZFJGWHJkUT09,2020-05-31 16:22:18.520870,""
624,Artes,K3,Tarea # 7 Jirafa,"Buen día envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio.

Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
Quedo a sus órdenes",https://www.youtube.com/watch?v=OEwkvmMMZPo&t=21s,2020-05-31 19:39:31.053601,https://www.youtube.com/watch?v=OEwkvmMMZPo&t=21s
625,Artes,K2,Tarea # 7 Flores,"Buen día envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta. A si mismo le tomaran una foto y me la enviarán por class room.

Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
Quedo a sus órdenes",https://www.youtube.com/watch?v=qUNM6Y0nZhM&t=216s,2020-05-31 20:01:59.104131,https://www.youtube.com/watch?v=qUNM6Y0nZhM&t=216s
626,Artes,K1,Tarea # 7 Garza,"Buen día envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio.

Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
Quedo a sus órdenes",https://www.youtube.com/watch?v=VInQzVXriRM,2020-05-31 20:04:14.420496,https://www.youtube.com/watch?v=VInQzVXriRM
627,Artes,K1,Tarea # 7 Garza,"Buen día envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio.

Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
Quedo a sus órdenes",https://www.youtube.com/watch?v=VInQzVXriRM,2020-05-31 20:06:01.278036,https://www.youtube.com/watch?v=VInQzVXriRM
623,Artes,1ro,Flor de papel (clase por zoom),Laura Alvarado le está invitando a una reunión de Zoom programada. Para el dia viernes 5 de junio a las 10:00 amTema: Sala de reuniones personales de Laura AlvaradoUnirse a la reunión Zoomhttps://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09ID de reunión: 991 716 1591Contraseña: 6N9CB2materiales: Cuaderno de marquilla u hoja blancauna hoja amarilla o del color que tengamos en casasemillas o sopa de coditopegamentotijeraspintura digital verdepintura digital azulcepillo de dientes viejitofranela o trapito viejobata,"",2020-05-31 19:32:21.273732,""
629,Artes,2do,Ejercicio  # 7 Clase por ZOOM,"CLASE ZOOM 10:00 A.M
Unirse a la reunión Zoom
https://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09
ID de reunión: 991 716 1591
Contraseña: 6N9CB2
MATERIALES: 
Cuaderno de marquilla u hoja blanca
una hoja amarilla o del color que tengamos en casa
semillas o sopa de codito
pegamento      
tijeras
pintura digital verde
pintura digital azul
cepillo de dientes viejito
franela o trapito viejo
bata 
ES IMPORTANTE QUE ASISTAN YA QUE LA ASISTENCIA CONTARA CON UN PORCENTAJE PARA LA CALIFICACIÓN FINAL. 
Quedo a sus órdenes ","",2020-05-31 20:20:40.654157,""
630,Artes,3ro,Tarea # 7  Puntillismo.  Clase por ZOOM,CLASE ZOOM Para el dia viernes 5 de junio a las11:00 A.MUnirse a la reunión Zoomhttps://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09ID de reunión: 991 716 1591Contraseña: 6N9CB2MATERIALES:Cuaderno de marquilla u hoja blancapintura digital azulpintura digital amarillapintura digital rojapintura digital blancapintura cafe o bien 1 cucharada de café soluble y aguados tapitas de garrafón o refresco franela o trapito viejobataES IMPORTANTE QUE ASISTAN YA QUE LA ASISTENCIA CONTARA CON UN PORCENTAJE PARA LA CALIFICACIÓN FINAL.Quedo a sus órdenes,"",2020-05-31 20:32:04.598685,""
668,Ingles,K2,"Monday June 1st, 2020","Acciones y verbos, arriba - abajo, izquierda derecha canción, emociones canción, audio como proyecto de tarea.",https://www.youtube.com/watch?v=lD9blNZBmes,2020-06-01 15:15:19.962406,https://www.youtube.com/watch?v=lD9blNZBmes
617,Ingles,2do,VideoClase 4-Jun01,01 junio 2020 12:00 PM ID de reunión: 741 0302 3049Contraseña: 4eLQDrAquí mismo les subo la grabación =D ,https://us04web.zoom.us/j/74103023049?pwd=SHhsOHlyeXZqd3NLdlRtYTQ3eUZhdz09,2020-05-31 16:06:51.789097,https://youtu.be/vNQC39uh--o
618,Ingles,4to,VideoClase 4-June01, 1 jun 2020 01:00 PM ID de reunión: 772 6897 4602Contraseña: 1pJ3fcAquí mismo les dejo la grabación de la sesión =D,https://us04web.zoom.us/j/77268974602?pwd=UU1PdU5pKzQzcjRXeTkrZkNhMm1TQT09,2020-05-31 16:17:13.151271,https://youtu.be/xJ3uucKj5ww
622,Ingles,6to,Video Clase 4- June02,Hora: 2 jun 2020 12:00 PM ID de reunión: 761 0999 7259Contraseña: 0Ya1uCAquí mismo les dejo la grabación ,https://us04web.zoom.us/j/76109997259?pwd=K2pOYXhwTDJDNWdJWDduMHZIbXZoUT09,2020-05-31 16:27:54.900960,https://youtu.be/_r8iQ0nfp9w
621,Ingles,5to,VideoClase 4-June02,2 jun 2020 01:00 PMID de reunión: 757 7197 9049Contraseña: 2J6N2gAquí mismo les dejo la grabación ,https://us04web.zoom.us/j/75771979049?pwd=MDFmTDJtdFN3dmNuWXAvOFo1S3RjZz09,2020-05-31 16:24:48.479063,https://youtu.be/qcDPQ9jV3Pg
724,Ingles,3ro,AVISO,"Hola, les recuerdo que el martes 9 de junio es último día que recibo tareas atrasadas (hasta las 11pm) porque tengo que entregar evaluaciones el 10 de junio. GRACIAS =D","",2020-06-07 14:13:34.095885,""
808,Ingles,6to,June11th,"En el cuaderno repetir e ilustrar 5 veces cada palabra
Thursday, June11th,2020
fingerprint, DNA, smuggler, burglar, masterpiece, trail, poacher, magnifying glass, ","",2020-06-11 00:28:25.109600,""
632,Artes,4to,Tarea # 7 Puntillismo. Clase por ZOOM,"CLASE ZOOM 11:00 A.M
Unirse a la reunión Zoom
https://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09
ID de reunión: 991 716 1591
Contraseña: 6N9CB2
MATERIALES:
Cuaderno de marquilla u hoja blanca
pintura digital azul
pintura digital amarilla
pintura digital roja
pintura digital blanca
pintura cafe o bien 1 cucharada de café soluble y agua
dos tapitas de garrafón o refresco
franela o trapito viejo
bata
ES IMPORTANTE QUE ASISTAN YA QUE LA ASISTENCIA CONTARA CON UN PORCENTAJE PARA LA CALIFICACIÓN FINAL.
Quedo a sus órdenes","",2020-05-31 20:39:53.433884,""
826,Grado,6to,Actividades del 15-19 de junio,"",https://drive.google.com/file/d/1hxfKWuvvCmw9TJwoEGk6QoJ2HgE6T7d3/view?usp=drivesdk,2020-06-14 20:51:38.709954,https://drive.google.com/file/d/1hxfKWuvvCmw9TJwoEGk6QoJ2HgE6T7d3/view?usp=drivesdk
636,Grado,1ro,E cartel 1/06/2020,"Buenos días revizar link 
trabajaremos con libro español santillana",https://www.youtube.com/watch?v=TcQGgEyXmdY,2020-05-31 21:18:45.734708,https://www.youtube.com/watch?v=TcQGgEyXmdY
638,Grado,6to,Actividades 1-5 de junio,Actividades semanales,https://drive.google.com/file/d/1ZEEAQnXpePAyL3qlpLxlrrrMkmOP9RY4/view?usp=drivesdk,2020-05-31 22:42:19.551009,https://drive.google.com/file/d/1ZEEAQnXpePAyL3qlpLxlrrrMkmOP9RY4/view?usp=drivesdk
640,Grado,6to,LEONARDO DA VINVI,"Lectura de comprensión y canción 
",https://drive.google.com/file/d/1ZFMBVlUi2z5ePz3-NdkodFDsW4G8ZTv-/view?usp=drivesdk,2020-05-31 22:45:03.000484,https://drive.google.com/file/d/1ZFMBVlUi2z5ePz3-NdkodFDsW4G8ZTv-/view?usp=drivesdk
628,Artes,2do,Ejercicio  # 7 Clase por ZOOM,CLASE ZOOM Para el dia viernes 5 de junio a las 10:00 A.MUnirse a la reunión Zoomhttps://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09ID de reunión: 991 716 1591Contraseña: 6N9CB2MATERIALES: Cuaderno de marquilla u hoja blancauna hoja amarilla o del color que tengamos en casasemillas o sopa de coditopegamento      AAGL810201MDFLLR03tijeraspintura digital verdepintura digital azulcepillo de dientes viejitofranela o trapito viejobata ES IMPORTANTE QUE ASISTAN YA QUE LA ASISTENCIA CONTARA CON UN PORCENTAJE PARA LA CALIFICACIÓN FINAL. Quedo a sus órdenes.Gracias,"",2020-05-31 20:17:42.725545,""
631,Artes,4to,Tarea # 7 Puntillismo. Clase por ZOOM,CLASE ZOOM Para el dia viernes 5 de junio a las 11:00 A.M Unirse a la reunión Zoomhttps://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09ID de reunión: 991 716 1591Contraseña: 6N9CB2MATERIALES:Cuaderno de marquilla u hoja blancapintura digital azulpintura digital amarillapintura digital rojapintura digital blancapintura cafe o bien 1 cucharada de café soluble y aguados tapitas de garrafón o refrescofranela o trapito viejobataES IMPORTANTE QUE ASISTAN YA QUE LA ASISTENCIA CONTARA CON UN PORCENTAJE PARA LA CALIFICACIÓN FINAL.Quedo a sus órdenes,"",2020-05-31 20:33:34.267726,""
634,Artes,5to,Ejercicio # 7 Cajita. Clase ZOOM,"CLASE ZOOM El día viernes 5 de junio de 12:00pm a 13:00 p.mUnirse a la reunión Zoomhttps://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09ID de reunión: 991 716 1591Contraseña: 6N9CB2MATERIALES:1 caja de zapatospintura vinci  azulpintura vinci blanca1 brochaEstambre o listón de medio cm de ancho por  30 cm de largo aprox (si no tienen ninguno de los dos en casa se puede usar  rafia)dos tapitas de garrafón o refrescopegamento tijeras algodón1 hoja blanca o una hoja de fomi blanca (si tienen en casa pedacitos esta bien, no es necesario comprar)1 hoja de papel periódico o un libro viejo que ya no utilicen franela o trapito viejobataES IMPORTANTE QUE ASISTAN YA QUE LA ASISTENCIA CONTARA CON UN PORCENTAJE PARA LA CALIFICACIÓN FINAL.Quedo a sus órdenes","",2020-05-31 20:54:36.345228,""
635,Artes,6to,Ejercicio # 7 Cajita Clase por ZOOM,"CLASE ZOOM El día viernes 5 de junio de 12:00pm a 13:00 p.mUnirse a la reunión Zoomhttps://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09ID de reunión: 991 716 1591Contraseña: 6N9CB2MATERIALES:1 caja de zapatospintura vinci  azulpintura vinci blanca1 brochaEstambre o listón de medio cm de ancho 30 cm de largo aprox (si no tienen ninguno de los dos en casa se puede usar  rafia)dos tapitas de garrafón o refrescopegamento tijeras algodón1 hoja blanca o una hoja de fomi blanca (si tienen en casa pedacitos esta bien, no es necesario comprar)1 hoja de papel periódico o un libro viejo que ya no utilicen franela o trapito viejo","",2020-05-31 20:57:29.327266,""
641,Ingles,1ro,Jun01-FARM,"Monday, June 01st, 2020 
En el cuaderno: repetir 2 veces cada palabra (animales) y realizar su dibujo o pegar recorte.
Tomar foto y subir a classroom. Tengan un buen inicio de semana ",https://youtu.be/WDB6MVe7WXo,2020-05-31 22:58:26.821063,""
643,Grado,K2,1 de junio,vídeo de la clase y vídeo de la letra v,https://www.youtube.com/watch?v=Oj7PzpWt5gQ,2020-05-31 23:44:11.554668,https://www.youtube.com/watch?v=dM6K6APzMWw
644,Grado,K2,actividades 1 de junio,"",https://drive.google.com/file/d/1zi267jSz4oFxHMQZPQLegtqjmuketaEV/view?usp=sharing,2020-05-31 23:52:53.451802,https://drive.google.com/file/d/1zi267jSz4oFxHMQZPQLegtqjmuketaEV/view?usp=sharing
645,Ingles,5to,June01-Comparisons,"En el cuaderno copiar la información del video, usando el color morado para las comparaciones.
Tomar foto de la actividad y subirla a classroom. Tengan un buen inicio de semana",https://youtu.be/vipv77gSyWE,2020-05-31 23:53:14.619503,""
646,Grado,6to,Español,Los artículos.sustantivos.sujeto y predicado ,https://drive.google.com/file/d/1ZNvque05sAiys6dxBUA61e2UXE7xH0BV/view?usp=drivesdk,2020-06-01 00:35:07.828107,https://drive.google.com/file/d/1ZNvque05sAiys6dxBUA61e2UXE7xH0BV/view?usp=drivesdk
647,Grado,6to,Sociedades de consumo,Ilustar en tu cuaderno algunos consumos responsable y otros no necesarios,https://youtu.be/qAgGuqBdpGI,2020-06-01 00:58:35.838996,https://youtu.be/qAgGuqBdpGI
648,Grado,6to,Cómo hacer tres cuadrados sin levantar el lápiz?,"Sigue la secuencia en verde 
",https://youtu.be/2GpyyOjnQbI,2020-06-01 01:00:35.440210,https://youtu.be/2GpyyOjnQbI
649,Grado,K1,Video clase KI 1 de junio,Principio de conteo (juego con dados) y la letra Y como conector,https://youtu.be/hqevO52InWM ,2020-06-01 07:40:41.085725,https://youtu.be/hqevO52InWM 
650,Grado,K1,Video clase KI 1 de junio 2,principio de conteo y la letra Y  como conector,https://youtu.be/uvKGnwM42ac ,2020-06-01 07:42:08.908336,https://youtu.be/uvKGnwM42ac 
651,Grado,K1,Apoyo pedagógico KI 1 de junio,apoyo pedagógico de las actividades del día,https://youtu.be/skDnJ-r1qwc ,2020-06-01 07:43:21.869181,https://youtu.be/skDnJ-r1qwc 
652,Grado,K3,VÍDEO CLASE 1 DE JUNIO K3,"",https://youtu.be/qlihos5NV9I,2020-06-01 07:46:44.943721,""
660,Grado,5to,CLASE  VIRTUAL ,"Asesoria, Tema: Clase  virtual
Hora: 12  p.m.

Unirse a la reunión Zoom
https://us04web.zoom.us/j/76781309389?pwd=dnUzR2JUdUd5emNCYmVwZXliUGN0dz09

ID de reunión: 767 8130 9389
Contraseña: 8abZvd  ","",2020-06-01 09:21:02.628334,""
665,Grado,5to,clase virtual 2,"ID de reunion:76781309389
contraseña: 8abZvd",https://us04web.zoom.us/j/76781309389?pwd=dnUzR2JUdUd5emNCYmVwZXliUGN0dz09,2020-06-01 10:08:37.209976,https://us04web.zoom.us/j/76781309389?pwd=dnUzR2JUdUd5emNCYmVwZXliUGN0dz09
666,Grado,2do,Actividades de clase en linea Matemáticas,"Para los que no pudieron ingresar el día de hoy, trabajamos en el libro de Santillana Matemáticas recuerden enviar las imágenes a Classroom",https://documentcloud.adobe.com/link/track?uri=urn:aaid:scds:US:d5724559-ee74-4a04-aa23-f5676e8c400a,2020-06-01 14:04:12.025688,https://documentcloud.adobe.com/link/track?uri=urn:aaid:scds:US:d5724559-ee74-4a04-aa23-f5676e8c400a
669,Grado,5to,ACTIVIDADES JUNIO 1-4,"","",2020-06-01 21:55:12.276025,https://drive.google.com/file/d/1pRlO5cT9bzc694L1enPI1cSs8dt1csVF/view?usp=sharing
670,Grado,5to,ACT.  JUNIO 1-4  ,Actividades  escolares   del 1 al  4  de junio,"",2020-06-01 22:30:34.556117,https://drive.google.com/file/d/1pRlO5cT9bzc694L1enPI1cSs8dt1csVF/view?usp=sharing
671,Inglés ,2do,June02,"En una hoja suelta copiar los mapas mentales del sonido o (un mapa por cada lado) usar dibujos y colores por favor. Tomar foto de la actividad realizada, subiarla a classroom y meter la hoja en el folder de experiencias. GRACIAS",https://youtu.be/2kQBcxLWWcQ,2020-06-02 01:29:15.515961,""
672,Ingles,1ro,June02,"En el cuaderno copiar la información (Demonstratives)
Después ver el segundo video para repasar (This That These Those-Basic English)
Tomar foto de la actividad y subirla a classroom por favor. ",https://youtu.be/yI5N0yMR3eY,2020-06-02 02:46:30.374481,https://www.youtube.com/watch?v=GIbD5seHH-E
673,Ingles,3ro,June02,"En el cuaderno: Copiar la información del video haciendo uso de colores y dibujos o recortes.
Tomar foto de la actividad y subirla a classroom por favor ",https://youtu.be/8W9BXcdMFRY,2020-06-02 03:23:27.886057,""
674,Grado,5to,El  cuento y la novela,Características  del  cuento y la  novela,https://youtu.be/jyIaiT_H2bc,2020-06-02 09:21:15.097303,https://youtu.be/jyIaiT_H2bc
